id,name,price
2565,Can,2.0
2566,Steak Burrito,8.29
2567,Steak Salad,8.29
2568,Vegetables Bowl,7.29
2569,Can,2.0
2570,Chicken Salad,7.29
2571,Tortilla Chips,2.19
2572,Can,2.0
2573,Ground Beef Burrito,8.19
2574,Ground Beef Bowl,8.19
2575,32oz Cup,2.29
2576,Steak Burrito,8.29
2577,Steak Burrito,8.29
2578,Chicken Salad,7.29
2579,Chicken Bowl,7.29
2580,Vegetables Tacos,7.29
2581,Steak Burrito,8.29
2582,Tortilla Chips,2.19
2583,Can,2.0
2584,Steak Burrito,8.29
2585,32oz Cup,2.29
2586,Chicken Bowl,7.29
2587,16oz Cup,2.09
2588,Vegetables Bowl,7.29
2589,Can,2.0
2590,Vegetables Tacos,7.29
2591,Chicken Burrito,7.29
2592,Steak Tacos,8.29
2593,Chicken Tacos,7.29
2594,Tortilla Chips,2.19
2595,Can,2.0
2596,Chicken Bowl,7.29
2597,Vegetables Bowl,7.29
2598,Ground Beef Burrito,8.19
2599,Can,2.0
2600,Chicken Tacos,7.29
2601,Chicken Tacos,7.29
2602,Ground Beef Bowl,8.19
2603,16oz Cup,2.09
2604,Vegetables Salad,7.29
2605,Can,2.0
2606,Steak Bowl,8.29
2607,32oz Cup,2.29
2608,Steak Burrito,8.29
2609,Vegetables Bowl,7.29
2610,Steak Bowl,8.29
2611,Tortilla Chips,2.19
2612,Can,2.0
2613,Steak Burrito,8.29
2614,Vegetables Bowl,7.29
2615,32oz Cup,2.29
2616,Chicken Bowl,7.29
2617,Steak Tacos,8.29
2618,Ground Beef Burrito,8.19
2619,Tortilla Chips,2.19
2620,16oz Cup,2.09
2621,Chicken Tacos,7.29
2622,32oz Cup,2.29
2623,Steak Tacos,8.29
2624,Can,2.0
2625,Chicken Burrito,7.29
2626,32oz Cup,2.29
2627,Steak Salad,8.29
2628,32oz Cup,2.29
2629,Ground Beef Bowl,8.19
2630,Chicken Bowl,7.29
2631,Chicken Bowl,7.29
2632,Steak Salad,8.29
2633,32oz Cup,2.29
2634,Steak Tacos,8.29
2635,Vegetables Salad,7.29
2636,16oz Cup,2.09
2637,Vegetables Bowl,7.29
2638,32oz Cup,2.29
2639,Vegetables Burrito,7.29
2640,Vegetables Burrito,7.29
2641,32oz Cup,2.29
2642,Ground Beef Burrito,8.19
2643,Chicken Tacos,7.29
2644,Chicken Tacos,7.29
2645,16oz Cup,2.09
2646,Steak Salad,8.29
2647,Can,2.0
2648,Steak Burrito,8.29
2649,16oz Cup,2.09
2650,Chicken Tacos,7.29
2651,32oz Cup,2.29
2652,Vegetables Tacos,7.29
2653,16oz Cup,2.09
2654,Chicken Tacos,7.29
2655,16oz Cup,2.09
2656,Vegetables Tacos,7.29
2657,Vegetables Burrito,7.29
2658,Ground Beef Salad,8.19
2659,16oz Cup,2.09
2660,Chicken Salad,7.29
2661,Can,2.0
2662,Ground Beef Salad,8.19
2663,Tortilla Chips,2.19
2664,16oz Cup,2.09
2665,Ground Beef Bowl,8.19
2666,Ground Beef Tacos,8.19
2667,Vegetables Bowl,7.29
2668,Tortilla Chips,2.19
2669,32oz Cup,2.29
2670,Chicken Burrito,7.29
2671,Steak Tacos,8.29
2672,16oz Cup,2.09
2673,Ground Beef Salad,8.19
2674,Tortilla Chips,2.19
2675,16oz Cup,2.09
2676,Ground Beef Salad,8.19
2677,Tortilla Chips,2.19
2678,32oz Cup,2.29
2679,Vegetables Salad,7.29
2680,32oz Cup,2.29
2681,Ground Beef Tacos,8.19
2682,Tortilla Chips,2.19
2683,32oz Cup,2.29
2684,Vegetables Bowl,7.29
2685,Can,2.0
2686,Ground Beef Tacos,8.19
2687,Can,2.0
2688,Chicken Burrito,7.29
2689,Ground Beef Bowl,8.19
2690,Vegetables Salad,7.29
2691,32oz Cup,2.29
2692,Vegetables Bowl,7.29
2693,Tortilla Chips,2.19
2694,16oz Cup,2.09
2695,Vegetables Burrito,7.29
2696,32oz Cup,2.29
2697,Ground Beef Bowl,8.19
2698,16oz Cup,2.09
2699,Steak Tacos,8.29
2700,Tortilla Chips,2.19
2701,Can,2.0
2702,Vegetables Salad,7.29
2703,Vegetables Salad,7.29
2704,Can,2.0
2705,Vegetables Salad,7.29
2706,Tortilla Chips,2.19
2707,Can,2.0
2708,Chicken Salad,7.29
2709,16oz Cup,2.09
2710,Ground Beef Tacos,8.19
2711,16oz Cup,2.09
2712,Ground Beef Tacos,8.19
2713,Steak Bowl,8.29
2714,Can,2.0
2715,Vegetables Bowl,7.29
2716,Ground Beef Bowl,8.19
2717,Steak Burrito,8.29
2718,Vegetables Salad,7.29
2719,16oz Cup,2.09
2720,Vegetables Burrito,7.29
2721,Ground Beef Salad,8.19
2722,Can,2.0
2723,Ground Beef Tacos,8.19
2724,Vegetables Burrito,7.29
2725,Tortilla Chips,2.19
2726,Can,2.0
2727,Steak Bowl,8.29
2728,Tortilla Chips,2.19
2729,Can,2.0
2730,Vegetables Salad,7.29
2731,Tortilla Chips,2.19
2732,16oz Cup,2.09
2733,Ground Beef Tacos,8.19
2734,Tortilla Chips,2.19
2735,16oz Cup,2.09
2736,Steak Tacos,8.29
2737,Ground Beef Burrito,8.19
2738,Can,2.0
2739,Chicken Bowl,7.29
2740,Tortilla Chips,2.19
2741,Can,2.0
2742,Steak Salad,8.29
2743,Steak Salad,8.29
2744,Can,2.0
2745,Ground Beef Tacos,8.19
2746,Chicken Bowl,7.29
2747,32oz Cup,2.29
2748,Vegetables Tacos,7.29
2749,Tortilla Chips,2.19
2750,32oz Cup,2.29
2751,Ground Beef Bowl,8.19
2752,Ground Beef Tacos,8.19
2753,Tortilla Chips,2.19
2754,16oz Cup,2.09
2755,Steak Tacos,8.29
2756,Steak Salad,8.29
2757,32oz Cup,2.29
2758,Chicken Tacos,7.29
2759,32oz Cup,2.29
2760,Ground Beef Burrito,8.19
2761,Can,2.0
2762,Steak Salad,8.29
2763,Chicken Salad,7.29
2764,Tortilla Chips,2.19
2765,Can,2.0
2766,Steak Tacos,8.29
2767,32oz Cup,2.29
2768,Chicken Bowl,7.29
2769,Vegetables Tacos,7.29
2770,32oz Cup,2.29
2771,Chicken Burrito,7.29
2772,Tortilla Chips,2.19
2773,Can,2.0
2774,Ground Beef Bowl,8.19
2775,Can,2.0
2776,Ground Beef Tacos,8.19
2777,Tortilla Chips,2.19
2778,32oz Cup,2.29
2779,Ground Beef Bowl,8.19
2780,32oz Cup,2.29
2781,Steak Bowl,8.29
2782,Steak Tacos,8.29
2783,Tortilla Chips,2.19
2784,16oz Cup,2.09
2785,Chicken Burrito,7.29
2786,Steak Burrito,8.29
2787,32oz Cup,2.29
2788,Steak Burrito,8.29
2789,16oz Cup,2.09
2790,Vegetables Tacos,7.29
2791,16oz Cup,2.09
2792,Steak Bowl,8.29
2793,Chicken Tacos,7.29
2794,Ground Beef Burrito,8.19
2795,Tortilla Chips,2.19
2796,Can,2.0
2797,Vegetables Tacos,7.29
2798,Vegetables Burrito,7.29
2799,Ground Beef Tacos,8.19
2800,Steak Burrito,8.29
2801,16oz Cup,2.09
2802,Steak Salad,8.29
2803,Vegetables Tacos,7.29
2804,Vegetables Salad,7.29
2805,16oz Cup,2.09
2806,Steak Bowl,8.29
2807,Ground Beef Bowl,8.19
2808,32oz Cup,2.29
2809,Steak Tacos,8.29
2810,16oz Cup,2.09
2811,Vegetables Tacos,7.29
2812,Tortilla Chips,2.19
2813,32oz Cup,2.29
2814,Chicken Bowl,7.29
2815,Vegetables Bowl,7.29
2816,Steak Burrito,8.29
2817,Ground Beef Burrito,8.19
2818,32oz Cup,2.29
2819,Ground Beef Tacos,8.19
2820,Can,2.0
2821,Steak Tacos,8.29
2822,Vegetables Salad,7.29
2823,Vegetables Burrito,7.29
2824,16oz Cup,2.09
2825,Vegetables Bowl,7.29
2826,Chicken Tacos,7.29
2827,Steak Burrito,8.29
2828,Steak Bowl,8.29
2829,32oz Cup,2.29
2830,Vegetables Tacos,7.29
2831,Ground Beef Bowl,8.19
2832,Tortilla Chips,2.19
2833,16oz Cup,2.09
2834,Steak Burrito,8.29
2835,Can,2.0
2836,Steak Burrito,8.29
2837,Chicken Burrito,7.29
2838,Vegetables Burrito,7.29
2839,Tortilla Chips,2.19
2840,32oz Cup,2.29
2841,Ground Beef Tacos,8.19
2842,Tortilla Chips,2.19
2843,16oz Cup,2.09
2844,Chicken Salad,7.29
2845,Can,2.0
2846,Ground Beef Burrito,8.19
2847,16oz Cup,2.09
2848,Ground Beef Burrito,8.19
2849,Ground Beef Salad,8.19
2850,Ground Beef Salad,8.19
2851,Chicken Salad,7.29
2852,Vegetables Bowl,7.29
2853,16oz Cup,2.09
2854,Chicken Burrito,7.29
2855,Ground Beef Burrito,8.19
2856,16oz Cup,2.09
2857,Vegetables Salad,7.29
2858,Tortilla Chips,2.19
2859,16oz Cup,2.09
2860,Vegetables Tacos,7.29
2861,Tortilla Chips,2.19
2862,32oz Cup,2.29
2863,Steak Tacos,8.29
2864,Can,2.0
2865,Chicken Burrito,7.29
2866,Vegetables Salad,7.29
2867,Tortilla Chips,2.19
2868,32oz Cup,2.29
2869,Steak Burrito,8.29
2870,Steak Burrito,8.29
2871,Ground Beef Tacos,8.19
2872,Chicken Tacos,7.29
2873,32oz Cup,2.29
2874,Vegetables Tacos,7.29
2875,32oz Cup,2.29
2876,Vegetables Bowl,7.29
2877,Ground Beef Bowl,8.19
2878,Tortilla Chips,2.19
2879,16oz Cup,2.09
2880,Chicken Burrito,7.29
2881,Tortilla Chips,2.19
2882,Can,2.0
2883,Steak Bowl,8.29
2884,Steak Tacos,8.29
2885,Ground Beef Tacos,8.19
2886,Vegetables Bowl,7.29
2887,Steak Burrito,8.29
2888,Ground Beef Burrito,8.19
2889,32oz Cup,2.29
2890,Chicken Burrito,7.29
2891,Can,2.0
2892,Vegetables Bowl,7.29
2893,16oz Cup,2.09
2894,Chicken Tacos,7.29
2895,16oz Cup,2.09
2896,Chicken Salad,7.29
2897,Steak Salad,8.29
2898,Tortilla Chips,2.19
2899,16oz Cup,2.09
2900,Steak Salad,8.29
2901,Ground Beef Bowl,8.19
2902,Tortilla Chips,2.19
2903,32oz Cup,2.29
2904,Vegetables Bowl,7.29
2905,Steak Salad,8.29
2906,16oz Cup,2.09
2907,Chicken Burrito,7.29
2908,16oz Cup,2.09
2909,Ground Beef Bowl,8.19
2910,Can,2.0
2911,Steak Burrito,8.29
2912,Ground Beef Burrito,8.19
2913,16oz Cup,2.09
2914,Vegetables Bowl,7.29
2915,Tortilla Chips,2.19
2916,16oz Cup,2.09
2917,Chicken Tacos,7.29
2918,Can,2.0
2919,Chicken Tacos,7.29
2920,Steak Tacos,8.29
2921,Chicken Burrito,7.29
2922,Can,2.0
2923,Vegetables Burrito,7.29
2924,Ground Beef Salad,8.19
2925,16oz Cup,2.09
2926,Ground Beef Bowl,8.19
2927,16oz Cup,2.09
2928,Steak Tacos,8.29
2929,32oz Cup,2.29
2930,Steak Burrito,8.29
2931,32oz Cup,2.29
2932,Vegetables Burrito,7.29
2933,Ground Beef Bowl,8.19
2934,Tortilla Chips,2.19
2935,32oz Cup,2.29
2936,Ground Beef Salad,8.19
2937,Ground Beef Tacos,8.19
2938,16oz Cup,2.09
2939,Chicken Salad,7.29
2940,Chicken Burrito,7.29
2941,Chicken Bowl,7.29
2942,Steak Tacos,8.29
2943,16oz Cup,2.09
2944,Chicken Tacos,7.29
2945,Tortilla Chips,2.19
2946,32oz Cup,2.29
2947,Vegetables Burrito,7.29
2948,32oz Cup,2.29
2949,Vegetables Tacos,7.29
2950,Tortilla Chips,2.19
2951,Can,2.0
2952,Ground Beef Salad,8.19
2953,16oz Cup,2.09
2954,Steak Tacos,8.29
2955,Vegetables Salad,7.29
2956,16oz Cup,2.09
2957,Vegetables Burrito,7.29
2958,Can,2.0
2959,Ground Beef Tacos,8.19
2960,Tortilla Chips,2.19
2961,16oz Cup,2.09
2962,Vegetables Tacos,7.29
2963,Vegetables Bowl,7.29
2964,Can,2.0
2965,Steak Burrito,8.29
2966,Vegetables Salad,7.29
2967,Steak Bowl,8.29
2968,Ground Beef Tacos,8.19
2969,16oz Cup,2.09
2970,Ground Beef Bowl,8.19
2971,Tortilla Chips,2.19
2972,32oz Cup,2.29
2973,Steak Bowl,8.29
2974,Tortilla Chips,2.19
2975,32oz Cup,2.29
2976,Chicken Burrito,7.29
2977,32oz Cup,2.29
2978,Vegetables Tacos,7.29
2979,Steak Bowl,8.29
2980,Tortilla Chips,2.19
2981,Can,2.0
2982,Chicken Salad,7.29
2983,Can,2.0
2984,Ground Beef Bowl,8.19
2985,Can,2.0
2986,Steak Burrito,8.29
2987,16oz Cup,2.09
2988,Chicken Bowl,7.29
2989,32oz Cup,2.29
2990,Vegetables Salad,7.29
2991,Tortilla Chips,2.19
2992,16oz Cup,2.09
2993,Vegetables Tacos,7.29
2994,Tortilla Chips,2.19
2995,16oz Cup,2.09
2996,Steak Burrito,8.29
2997,Steak Salad,8.29
2998,Tortilla Chips,2.19
2999,32oz Cup,2.29
3000,Steak Salad,8.29
3001,Vegetables Burrito,7.29
3002,Can,2.0
3003,Ground Beef Tacos,8.19
3004,Ground Beef Tacos,8.19
3005,Tortilla Chips,2.19
3006,Can,2.0
3007,Chicken Tacos,7.29
3008,Chicken Bowl,7.29
3009,16oz Cup,2.09
3010,Steak Tacos,8.29
3011,32oz Cup,2.29
3012,Vegetables Tacos,7.29
3013,32oz Cup,2.29
3014,Ground Beef Burrito,8.19
3015,Ground Beef Tacos,8.19
3016,32oz Cup,2.29
3017,Steak Tacos,8.29
3018,32oz Cup,2.29
3019,Vegetables Bowl,7.29
3020,32oz Cup,2.29
3021,Ground Beef Salad,8.19
3022,Can,2.0
3023,Chicken Tacos,7.29
3024,Can,2.0
3025,Ground Beef Tacos,8.19
3026,Chicken Bowl,7.29
3027,Can,2.0
3028,Steak Burrito,8.29
3029,Chicken Tacos,7.29
3030,Steak Salad,8.29
3031,Vegetables Bowl,7.29
3032,Can,2.0
3033,Vegetables Tacos,7.29
3034,Can,2.0
3035,Ground Beef Tacos,8.19
3036,Ground Beef Bowl,8.19
3037,Tortilla Chips,2.19
3038,Can,2.0
3039,Steak Tacos,8.29
3040,32oz Cup,2.29
3041,Steak Salad,8.29
3042,Chicken Salad,7.29
3043,Ground Beef Burrito,8.19
3044,16oz Cup,2.09
3045,Ground Beef Burrito,8.19
3046,Can,2.0
3047,Vegetables Burrito,7.29
3048,Vegetables Burrito,7.29
3049,Vegetables Tacos,7.29
3050,16oz Cup,2.09
3051,Vegetables Bowl,7.29
3052,Ground Beef Salad,8.19
3053,Tortilla Chips,2.19
3054,32oz Cup,2.29
3055,Steak Salad,8.29
3056,Tortilla Chips,2.19
3057,Can,2.0
3058,Chicken Bowl,7.29
3059,Tortilla Chips,2.19
3060,32oz Cup,2.29
3061,Chicken Bowl,7.29
3062,16oz Cup,2.09
3063,Ground Beef Burrito,8.19
3064,Tortilla Chips,2.19
3065,32oz Cup,2.29
3066,Steak Tacos,8.29
3067,32oz Cup,2.29
3068,Ground Beef Salad,8.19
3069,Chicken Bowl,7.29
3070,Can,2.0
3071,Vegetables Burrito,7.29
3072,Vegetables Tacos,7.29
3073,Ground Beef Bowl,8.19
3074,Steak Salad,8.29
3075,16oz Cup,2.09
3076,Chicken Salad,7.29
3077,Ground Beef Tacos,8.19
3078,Vegetables Tacos,7.29
3079,Tortilla Chips,2.19
3080,16oz Cup,2.09
3081,Chicken Bowl,7.29
3082,16oz Cup,2.09
3083,Ground Beef Tacos,8.19
3084,Tortilla Chips,2.19
3085,16oz Cup,2.09
3086,Steak Salad,8.29
3087,Steak Salad,8.29
3088,32oz Cup,2.29
3089,Vegetables Salad,7.29
3090,Can,2.0
3091,Steak Salad,8.29
3092,Vegetables Salad,7.29
3093,Tortilla Chips,2.19
3094,Can,2.0
3095,Ground Beef Burrito,8.19
3096,Tortilla Chips,2.19
3097,16oz Cup,2.09
3098,Steak Tacos,8.29
3099,Can,2.0
3100,Steak Bowl,8.29
3101,Chicken Tacos,7.29
3102,Ground Beef Tacos,8.19
3103,16oz Cup,2.09
3104,Steak Salad,8.29
3105,Can,2.0
3106,Chicken Bowl,7.29
3107,16oz Cup,2.09
3108,Chicken Tacos,7.29
3109,Tortilla Chips,2.19
3110,32oz Cup,2.29
3111,Vegetables Tacos,7.29
3112,Vegetables Salad,7.29
3113,Tortilla Chips,2.19
3114,16oz Cup,2.09
3115,Vegetables Tacos,7.29
3116,32oz Cup,2.29
3117,Vegetables Tacos,7.29
3118,Vegetables Burrito,7.29
3119,Steak Tacos,8.29
3120,Tortilla Chips,2.19
3121,Can,2.0
3122,Steak Salad,8.29
3123,32oz Cup,2.29
3124,Chicken Tacos,7.29
3125,Vegetables Bowl,7.29
3126,Can,2.0
3127,Steak Salad,8.29
3128,Can,2.0
3129,Ground Beef Salad,8.19
3130,Chicken Burrito,7.29
3131,Can,2.0
3132,Ground Beef Tacos,8.19
3133,Steak Tacos,8.29
3134,Can,2.0
3135,Chicken Bowl,7.29
3136,Ground Beef Tacos,8.19
3137,Can,2.0
3138,Steak Bowl,8.29
3139,Tortilla Chips,2.19
3140,16oz Cup,2.09
3141,Ground Beef Bowl,8.19
3142,Tortilla Chips,2.19
3143,16oz Cup,2.09
3144,Chicken Bowl,7.29
3145,Tortilla Chips,2.19
3146,32oz Cup,2.29
3147,Chicken Tacos,7.29
3148,16oz Cup,2.09
3149,Ground Beef Salad,8.19
3150,Can,2.0
3151,Vegetables Salad,7.29
3152,Chicken Burrito,7.29
3153,Tortilla Chips,2.19
3154,Can,2.0
3155,Vegetables Burrito,7.29
3156,Vegetables Tacos,7.29
3157,Chicken Tacos,7.29
3158,Steak Salad,8.29
3159,32oz Cup,2.29
3160,Ground Beef Tacos,8.19
3161,Steak Salad,8.29
3162,32oz Cup,2.29
3163,Chicken Bowl,7.29
3164,16oz Cup,2.09
3165,Steak Burrito,8.29
3166,16oz Cup,2.09
3167,Chicken Bowl,7.29
3168,Chicken Burrito,7.29
3169,16oz Cup,2.09
3170,Chicken Salad,7.29
3171,Can,2.0
3172,Steak Bowl,8.29
3173,32oz Cup,2.29
3174,Vegetables Burrito,7.29
3175,Tortilla Chips,2.19
3176,Can,2.0
3177,Ground Beef Bowl,8.19
3178,Ground Beef Burrito,8.19
3179,Tortilla Chips,2.19
3180,16oz Cup,2.09
3181,Steak Burrito,8.29
3182,Tortilla Chips,2.19
3183,32oz Cup,2.29
3184,Ground Beef Bowl,8.19
3185,16oz Cup,2.09
3186,Chicken Tacos,7.29
3187,16oz Cup,2.09
3188,Chicken Bowl,7.29
3189,Steak Burrito,8.29
3190,Tortilla Chips,2.19
3191,Can,2.0
3192,Chicken Bowl,7.29
3193,16oz Cup,2.09
3194,Steak Tacos,8.29
3195,16oz Cup,2.09
3196,Ground Beef Bowl,8.19
3197,Can,2.0
3198,Chicken Burrito,7.29
3199,32oz Cup,2.29
3200,Vegetables Bowl,7.29
3201,32oz Cup,2.29
3202,Vegetables Bowl,7.29
3203,Steak Burrito,8.29
3204,Can,2.0
3205,Chicken Bowl,7.29
3206,32oz Cup,2.29
3207,Vegetables Tacos,7.29
3208,Tortilla Chips,2.19
3209,32oz Cup,2.29
3210,Vegetables Bowl,7.29
3211,32oz Cup,2.29
3212,Chicken Tacos,7.29
3213,Tortilla Chips,2.19
3214,16oz Cup,2.09
3215,Steak Salad,8.29
3216,Steak Salad,8.29
3217,Tortilla Chips,2.19
3218,16oz Cup,2.09
3219,Vegetables Salad,7.29
3220,Steak Tacos,8.29
3221,Tortilla Chips,2.19
3222,Can,2.0
3223,Chicken Burrito,7.29
3224,Steak Salad,8.29
3225,32oz Cup,2.29
3226,Ground Beef Tacos,8.19
3227,Can,2.0
3228,Chicken Salad,7.29
3229,Ground Beef Burrito,8.19
3230,16oz Cup,2.09
3231,Chicken Burrito,7.29
3232,32oz Cup,2.29
3233,Steak Tacos,8.29
3234,Vegetables Burrito,7.29
3235,Tortilla Chips,2.19
3236,32oz Cup,2.29
3237,Steak Burrito,8.29
3238,Vegetables Salad,7.29
3239,Tortilla Chips,2.19
3240,Can,2.0
3241,Ground Beef Tacos,8.19
3242,Ground Beef Salad,8.19
3243,32oz Cup,2.29
3244,Ground Beef Salad,8.19
3245,Tortilla Chips,2.19
3246,32oz Cup,2.29
3247,Ground Beef Burrito,8.19
3248,32oz Cup,2.29
3249,Vegetables Salad,7.29
3250,Tortilla Chips,2.19
3251,32oz Cup,2.29
3252,Vegetables Bowl,7.29
3253,32oz Cup,2.29
3254,Vegetables Tacos,7.29
3255,Chicken Salad,7.29
3256,16oz Cup,2.09
3257,Steak Tacos,8.29
3258,Can,2.0
3259,Chicken Burrito,7.29
3260,Can,2.0
3261,Steak Tacos,8.29
3262,Vegetables Tacos,7.29
3263,Ground Beef Burrito,8.19
3264,16oz Cup,2.09
3265,Chicken Tacos,7.29
3266,16oz Cup,2.09
3267,Ground Beef Burrito,8.19
3268,32oz Cup,2.29
3269,Chicken Bowl,7.29
3270,Tortilla Chips,2.19
3271,Can,2.0
3272,Ground Beef Bowl,8.19
3273,Steak Bowl,8.29
3274,Can,2.0
3275,Chicken Tacos,7.29
3276,Steak Tacos,8.29
3277,Steak Tacos,8.29
3278,Chicken Burrito,7.29
3279,Chicken Bowl,7.29
3280,Chicken Burrito,7.29
3281,Vegetables Tacos,7.29
3282,Steak Bowl,8.29
3283,Ground Beef Burrito,8.19
3284,Vegetables Salad,7.29
3285,Can,2.0
3286,Vegetables Tacos,7.29
3287,16oz Cup,2.09
3288,Steak Bowl,8.29
3289,Can,2.0
3290,Vegetables Burrito,7.29
3291,Tortilla Chips,2.19
3292,32oz Cup,2.29
3293,Chicken Bowl,7.29
3294,Vegetables Burrito,7.29
3295,Tortilla Chips,2.19
3296,32oz Cup,2.29
3297,Chicken Bowl,7.29
3298,Ground Beef Bowl,8.19
3299,Chicken Tacos,7.29
3300,16oz Cup,2.09
3301,Chicken Salad,7.29
3302,Can,2.0
3303,Steak Tacos,8.29
3304,Tortilla Chips,2.19
3305,32oz Cup,2.29
3306,Chicken Bowl,7.29
3307,16oz Cup,2.09
3308,Chicken Tacos,7.29
3309,Tortilla Chips,2.19
3310,Can,2.0
3311,Ground Beef Burrito,8.19
3312,16oz Cup,2.09
3313,Steak Bowl,8.29
3314,Can,2.0
3315,Ground Beef Salad,8.19
3316,Vegetables Bowl,7.29
3317,16oz Cup,2.09
3318,Ground Beef Tacos,8.19
3319,16oz Cup,2.09
3320,Vegetables Tacos,7.29
3321,32oz Cup,2.29
3322,Vegetables Salad,7.29
3323,Vegetables Tacos,7.29
3324,32oz Cup,2.29
3325,Vegetables Tacos,7.29
3326,Tortilla Chips,2.19
3327,Can,2.0
3328,Steak Burrito,8.29
3329,Chicken Tacos,7.29
3330,Tortilla Chips,2.19
3331,16oz Cup,2.09
3332,Ground Beef Bowl,8.19
3333,16oz Cup,2.09
3334,Ground Beef Bowl,8.19
3335,Ground Beef Salad,8.19
3336,Can,2.0
3337,Ground Beef Burrito,8.19
3338,Steak Bowl,8.29
3339,Tortilla Chips,2.19
3340,16oz Cup,2.09
3341,Steak Bowl,8.29
3342,Vegetables Salad,7.29
3343,Tortilla Chips,2.19
3344,16oz Cup,2.09
3345,Chicken Tacos,7.29
3346,Tortilla Chips,2.19
3347,16oz Cup,2.09
3348,Vegetables Salad,7.29
3349,Tortilla Chips,2.19
3350,16oz Cup,2.09
3351,Ground Beef Salad,8.19
3352,Can,2.0
3353,Ground Beef Bowl,8.19
3354,Vegetables Burrito,7.29
3355,Vegetables Salad,7.29
3356,Vegetables Bowl,7.29
3357,32oz Cup,2.29
3358,Chicken Salad,7.29
3359,Can,2.0
3360,Chicken Salad,7.29
3361,Tortilla Chips,2.19
3362,32oz Cup,2.29
3363,Chicken Burrito,7.29
3364,Tortilla Chips,2.19
3365,Can,2.0
3366,Vegetables Burrito,7.29
3367,Tortilla Chips,2.19
3368,32oz Cup,2.29
3369,Chicken Salad,7.29
3370,16oz Cup,2.09
3371,Steak Salad,8.29
3372,Vegetables Bowl,7.29
3373,Chicken Tacos,7.29
3374,Steak Bowl,8.29
3375,Tortilla Chips,2.19
3376,32oz Cup,2.29
3377,Vegetables Tacos,7.29
3378,Ground Beef Salad,8.19
3379,Steak Salad,8.29
3380,16oz Cup,2.09
3381,Vegetables Salad,7.29
3382,16oz Cup,2.09
3383,Ground Beef Bowl,8.19
3384,Can,2.0
3385,Vegetables Tacos,7.29
3386,Chicken Salad,7.29
3387,Tortilla Chips,2.19
3388,Can,2.0
3389,Steak Bowl,8.29
3390,Tortilla Chips,2.19
3391,Can,2.0
3392,Vegetables Burrito,7.29
3393,Chicken Tacos,7.29
3394,Steak Burrito,8.29
3395,Ground Beef Salad,8.19
3396,Chicken Tacos,7.29
3397,Chicken Burrito,7.29
3398,Tortilla Chips,2.19
3399,Can,2.0
3400,Vegetables Bowl,7.29
3401,32oz Cup,2.29
3402,Steak Burrito,8.29
3403,Tortilla Chips,2.19
3404,16oz Cup,2.09
3405,Chicken Bowl,7.29
3406,32oz Cup,2.29
3407,Vegetables Burrito,7.29
3408,Ground Beef Bowl,8.19
3409,16oz Cup,2.09
3410,Chicken Salad,7.29
3411,32oz Cup,2.29
3412,Chicken Burrito,7.29
3413,32oz Cup,2.29
3414,Steak Tacos,8.29
3415,16oz Cup,2.09
3416,Steak Burrito,8.29
3417,16oz Cup,2.09
3418,Vegetables Salad,7.29
3419,Ground Beef Bowl,8.19
3420,Ground Beef Salad,8.19
3421,16oz Cup,2.09
3422,Chicken Burrito,7.29
3423,Steak Bowl,8.29
3424,16oz Cup,2.09
3425,Chicken Tacos,7.29
3426,Chicken Salad,7.29
3427,Vegetables Salad,7.29
3428,Vegetables Tacos,7.29
3429,32oz Cup,2.29
3430,Chicken Salad,7.29
3431,32oz Cup,2.29
3432,Ground Beef Bowl,8.19
3433,Ground Beef Bowl,8.19
3434,Can,2.0
3435,Chicken Burrito,7.29
3436,16oz Cup,2.09
3437,Ground Beef Tacos,8.19
3438,16oz Cup,2.09
3439,Steak Bowl,8.29
3440,Chicken Tacos,7.29
3441,Tortilla Chips,2.19
3442,Can,2.0
3443,Chicken Tacos,7.29
3444,Can,2.0
3445,Chicken Burrito,7.29
3446,Ground Beef Tacos,8.19
3447,Ground Beef Bowl,8.19
3448,32oz Cup,2.29
3449,Ground Beef Bowl,8.19
3450,Tortilla Chips,2.19
3451,Can,2.0
3452,Ground Beef Tacos,8.19
3453,Chicken Tacos,7.29
3454,Chicken Salad,7.29
3455,Ground Beef Salad,8.19
3456,Ground Beef Bowl,8.19
3457,Can,2.0
3458,Ground Beef Bowl,8.19
3459,16oz Cup,2.09
3460,Vegetables Burrito,7.29
3461,Tortilla Chips,2.19
3462,16oz Cup,2.09
3463,Chicken Bowl,7.29
3464,16oz Cup,2.09
3465,Steak Tacos,8.29
3466,Vegetables Bowl,7.29
3467,16oz Cup,2.09
3468,Ground Beef Burrito,8.19
3469,Ground Beef Salad,8.19
3470,32oz Cup,2.29
3471,Vegetables Burrito,7.29
3472,16oz Cup,2.09
3473,Vegetables Bowl,7.29
3474,Chicken Burrito,7.29
3475,Tortilla Chips,2.19
3476,Can,2.0
3477,Ground Beef Bowl,8.19
3478,16oz Cup,2.09
3479,Steak Salad,8.29
3480,32oz Cup,2.29
3481,Ground Beef Salad,8.19
3482,Can,2.0
3483,Steak Salad,8.29
3484,32oz Cup,2.29
3485,Steak Salad,8.29
3486,Can,2.0
3487,Vegetables Tacos,7.29
3488,Chicken Salad,7.29
3489,Steak Salad,8.29
3490,32oz Cup,2.29
3491,Chicken Burrito,7.29
3492,16oz Cup,2.09
3493,Ground Beef Salad,8.19
3494,32oz Cup,2.29
